Ranks,School Name,20 Year Net ROI,Total 4 Year Cost,Graduation Rate,Typical Years to graduate,Average Loan Amount
800,Muhlenberg College (Private),"254,000","265,000",84,4,"29,300"
801,St Mary's College of Maryland (OutofState),"254,000","183,000",77,4,"23,000"
802,University of WisconsinWhitewater (OutofState),"254,000","108,000",62,5,"26,500"
803,The University of Texas at Tyler (OutofState),"253,000","139,000",42,5,"22,500"
804,William Jewell College (Private),"253,000","193,000",63,4,"33,600"
805,Wheaton College (Illinois) (Private),"253,000","194,000",89,4,"25,200"
806,University of New MexicoMain Campus (OutofState),"252,000","149,000",54,5,"25,700"
807,College of Mount Saint Vincent (Private),"252,000","204,000",50,5,"26,500"
808,Carleton College (Private),"252,000","281,000",92,4,"19,700"
809,Fresno Pacific University (Private),"252,000","179,000",67,4,"32,600"
810,Truman State University (OutofState),"252,000","112,000",75,4,"23,900"
811,Eastern Connecticut State University (InState),"251,000","110,000",57,4,"27,700"
812,Spalding University (Private),"251,000","154,000",40,5,"21,100"
813,SUNY at Purchase College (InState),"250,000","107,000",61,4,"24,600"
814,Juniata College (Private),"250,000","237,000",78,4,"34,800"
815,Rhode Island College (InState),"250,000","92,600",49,5,"26,500"
816,University of WisconsinOshkosh (InState),"250,000","77,000",61,5,"25,300"
817,University of North Georgia (OutofState),"250,000","115,000",38,4,"22,600"
818,University of Detroit Mercy (Private),"250,000","195,000",67,4,"25,900"
819,California State UniversityBakersfield (OutofState),"250,000","149,000",43,5,"19,900"
820,University of Memphis (InState),"249,000","101,000",53,5,"22,800"
821,Texas A & M UniversityCommerce (InState),"249,000","88,700",43,5,"24,300"
822,University of Alabama at Birmingham (InState),"249,000","106,000",63,5,"27,000"
823,Southern Nazarene University (Private),"249,000","152,000",55,4,"29,100"
824,Bridgewater State University (OutofState),"249,000","130,000",61,5,"27,800"
825,Indiana State University (InState),"249,000","91,100",41,4,"30,000"
826,Western Kentucky University (InState),"248,000","86,100",48,5,"25,400"
827,MidAmerica Christian University (Private),"248,000","117,000",33,5,"33,900"
828,Clark University (Private),"248,000","223,000",79,4,"31,200"
829,Worcester State University (OutofState),"247,000","127,000",58,4,"29,800"
830,Lebanon Valley College (Private),"247,000","232,000",78,4,"35,500"
831,GoldeyBeacom College (Private),"247,000","157,000",58,4,"18,700"
832,Kean University (OutofState),"247,000","147,000",47,5,"40,700"
833,Otis College of Art and Design (Private),"246,000","261,000",66,4,"93,400"
834,Pennsylvania College of Technology (OutofState),"246,000","159,000",45,4,"46,200"
835,Westfield State University (InState),"245,000","98,400",61,4,"32,800"
836,CUNY Lehman College (OutofState),"245,000","140,000",53,5,"16,100"
837,Ithaca College (Private),"245,000","248,000",74,4,"21,400"
838,Morgan State University (OutofState),"245,000","136,000",43,5,"28,100"
839,Occidental College (Private),"244,000","292,000",86,4,"29,800"
840,University of Jamestown (Private),"243,000","134,000",45,4,"30,700"
841,Florida Agricultural and Mechanical University (InState),"243,000","91,900",53,5,"24,200"
842,Georgia State University (OutofState),"243,000","168,000",55,5,"22,500"
843,West Texas A & M University (InState),"242,000","85,000",45,5,"27,400"
844,Hiram College (Private),"242,000","195,000",54,4,"30,800"
845,Calvin College (Private),"242,000","192,000",76,4,"32,600"
846,College for Creative Studies (Private),"242,000","232,000",70,5,"30,900"
847,University of South Alabama (OutofState),"241,000","116,000",46,5,"44,200"
848,Northern Arizona University (OutofState),"241,000","165,000",57,4,"24,800"
849,Dalton State College (InState),"241,000","62,700",25,5,"17,600"
850,Montana State UniversityNorthern (InState),"240,000","66,900",31,5,"19,900"
851,West Chester University of Pennsylvania (OutofState),"240,000","154,000",77,4,"38,200"
852,Queens University of Charlotte (Private),"239,000","196,000",59,4,"29,200"
853,Messiah College (Private),"239,000","194,000",79,4,"38,100"
854,Tarleton State University (InState),"239,000","85,000",49,5,"41,200"
855,Southern Illinois UniversityCarbondale (OutofState),"239,000","172,000",48,4,"27,300"
856,St Francis College (Private),"239,000","180,000",58,5,"23,400"
857,Abilene Christian University (Private),"239,000","196,000",61,4,"44,900"
858,Dickinson State University (InState),"238,000","74,200",41,5,"24,000"
859,University of Maine (OutofState),"238,000","177,000",57,4,"37,200"
860,Utica College (Private),"238,000","141,000",54,4,"53,400"
861,Chapman University (Private),"237,000","284,000",81,4,"28,100"
862,Moravian College (Private),"237,000","237,000",69,4,"41,900"
863,Wilkes University (Private),"237,000","219,000",63,4,"44,000"
864,Saginaw Valley State University (InState),"237,000","88,600",44,5,"24,100"
865,West Texas A & M University (OutofState),"237,000","90,300",45,5,"27,400"
866,University of North Carolina School of the Arts (InState),"237,000","89,600",75,4,"28,100"
867,Bloomsburg University of Pennsylvania (OutofState),"236,000","145,000",60,4,"36,400"
868,Southern Utah University (OutofState),"236,000","136,000",50,5,"17,500"
869,Hobart William Smith Colleges (Private),"236,000","284,000",77,4,"32,900"
870,Suffolk University (Private),"236,000","229,000",58,4,"38,600"
871,Northeastern Illinois University (InState),"236,000","123,000",21,5,"26,000"
872,University of PittsburghJohnstown (InState),"236,000","115,000",57,4,"34,700"
873,Dominican College of Blauvelt (Private),"235,000","184,000",47,4,"29,700"
874,University of Mary (Private),"235,000","116,000",60,4,"32,200"
875,Bowling Green State UniversityMain Campus (InState),"235,000","99,000",61,4,"30,800"
876,Misericordia University (Private),"235,000","194,000",68,4,"42,100"
877,Dordt College (Private),"235,000","178,000",75,4,"35,900"
878,Shippensburg University of Pennsylvania (OutofState),"235,000","147,000",58,4,"39,300"
879,University of MichiganFlint (InState),"235,000","97,400",40,5,"21,300"
880,The University of TennesseeKnoxville (OutofState),"234,000","198,000",72,4,"30,600"
881,Millersville University of Pennsylvania (InState),"234,000","118,000",56,4,"41,100"
882,Newman University (Private),"234,000","171,000",52,4,"21,700"
883,Le Moyne College (Private),"233,000","202,000",74,4,"35,600"
884,Bob Jones University (Private),"233,000","108,000",66,4,"24,600"
885,Georgia Southern University (InState),"233,000","92,300",50,5,"26,100"
886,Southern New Hampshire University (Private),"233,000","204,000",44,4,"28,500"
887,Daemen College (Private),"233,000","174,000",62,4,"32,000"
888,Peru State College (InState),"232,000","78,800",34,5,"21,900"
889,Peru State College (OutofState),"232,000","78,800",34,5,"21,900"
890,Wittenberg University (Private),"232,000","211,000",63,4,"27,300"
891,Emmanuel College (Massachusetts) (Private),"232,000","230,000",66,4,"38,400"
892,Saint Norbert College (Private),"231,000","197,000",73,4,"35,600"
893,New York School of Interior Design (Private),"231,000","204,000",76,4,"68,700"
894,Salem State University (InState),"230,000","107,000",57,4,"30,400"
895,Woodbury University (Private),"230,000","224,000",54,5,"25,300"
896,Stockton University (OutofState),"229,000","150,000",77,4,"33,100"
897,Gannon University (Private),"229,000","191,000",68,4,"38,200"
898,Bryan CollegeDayton (Private),"229,000","150,000",45,4,"23,600"
899,Eastern Michigan University (OutofState),"228,000","136,000",46,5,"25,500"
900,Keene State College (InState),"228,000","112,000",63,4,"42,700"
901,Angelo State University (InState),"228,000","81,800",40,4,"23,600"
902,University of Indianapolis (Private),"228,000","176,000",60,4,"30,000"
903,College of Our Lady of the Elms (Private),"228,000","207,000",73,4,"38,300"
904,University of Arkansas at Little Rock (OutofState),"227,000","143,000",43,5,"28,600"
905,Shorter University (Private),"227,000","139,000",37,4,"25,500"
906,University of MinnesotaMorris (InState),"227,000","96,300",58,4,"27,900"
907,Concordia CollegeNew York (Private),"227,000","190,000",46,4,"26,900"
908,Dickinson State University (OutofState),"227,000","85,500",41,5,"24,000"
909,Washburn University (InState),"227,000","85,100",46,5,"22,300"
910,Humboldt State University (InState),"227,000","98,800",49,5,"22,500"
911,University of Northern Colorado (InState),"227,000","98,600",52,5,"25,100"
912,Colorado State UniversityPueblo (OutofState),"226,000","164,000",36,5,"22,800"
913,Middle Georgia State University (OutofState),"226,000","92,200",23,5,"22,300"
914,Troy University (InState),"226,000","80,800",47,5,"21,400"
915,Missouri State UniversitySpringfield (InState),"225,000","85,200",56,5,"28,200"
916,Fairleigh Dickinson UniversityMetropolitan Campus (Private),"225,000","230,000",49,4,"30,200"
917,Alfred University (Private),"225,000","182,000",57,4,"32,100"
918,LIU Post (Private),"225,000","223,000",46,5,"30,100"
919,Oklahoma Wesleyan University (Private),"225,000","159,000",39,4,"23,200"
920,University of Central Oklahoma (InState),"225,000","95,200",36,5,"27,600"
921,Linfield CollegeMcMinnville Campus (Private),"225,000","230,000",74,4,"33,300"
922,Pennsylvania State UniversityPenn State Altoona (InState),"225,000","133,000",71,4,"30,200"
923,Washington & Jefferson College (Private),"225,000","244,000",75,4,"36,600"
924,University of Northern Iowa (InState),"225,000","84,300",67,5,"24,300"
925,Christopher Newport University (OutofState),"225,000","171,000",78,4,"39,900"
926,California Institute of the Arts (Private),"225,000","281,000",61,4,"42,700"
927,Texas A & M UniversityTexarkana (OutofState),"225,000","128,000",34,4,"28,300"
928,University of Maryland Eastern Shore (InState),"224,000","94,800",41,5,"27,400"
929,University of South Dakota (InState),"224,000","89,900",59,4,"30,900"
930,University of WisconsinParkside (InState),"224,000","78,200",44,5,"23,000"
931,Cameron University (InState),"224,000","63,500",21,5,"19,200"
932,George Fox University (Private),"223,000","198,000",68,4,"34,800"
933,Marian University (Wisconsin) (Private),"223,000","157,000",56,4,"28,200"
934,Davidson College (Private),"223,000","271,000",91,4,"32,300"
935,The University of Findlay (Private),"222,000","185,000",65,4,"36,200"
936,Hastings College (Private),"222,000","176,000",59,4,"27,500"
937,Susquehanna University (Private),"222,000","245,000",72,4,"35,200"
938,Northwest Missouri State University (InState),"222,000","78,200",52,5,"24,600"
939,Radford University (InState),"222,000","94,400",55,4,"29,800"
940,Xavier University (Private),"221,000","216,000",73,4,"35,800"
941,Westfield State University (OutofState),"221,000","123,000",61,4,"32,800"
942,University of MissouriSt Louis (OutofState),"221,000","164,000",52,5,"21,700"
943,DeSales University (Private),"221,000","213,000",69,5,"48,500"
944,California State UniversityMonterey Bay (OutofState),"221,000","140,000",63,5,"19,900"
945,Fisher College (Private),"221,000","208,000",33,4,"24,500"
946,University of Central Missouri (InState),"220,000","79,200",51,5,"26,000"
947,Nyack College (Private),"220,000","162,000",36,4,"21,700"
948,University of ArkansasFort Smith (InState),"220,000","79,000",35,5,"20,600"
949,Wofford College (Private),"220,000","236,000",85,4,"35,500"
950,University of WisconsinOshkosh (OutofState),"220,000","107,000",61,5,"25,300"
951,Mount St Mary's University (Private),"220,000","226,000",69,4,"40,300"
952,Kenyon College (Private),"220,000","282,000",91,4,"25,100"
953,Bemidji State University (InState),"219,000","83,400",48,5,"31,600"
954,Bemidji State University (OutofState),"219,000","83,400",48,5,"31,600"
955,Whitman College (Private),"219,000","264,000",90,4,"26,700"
956,Florida Gulf Coast University (OutofState),"219,000","158,000",50,5,"34,500"
957,Eastern Illinois University (InState),"219,000","95,900",53,4,"24,800"
958,Dominican University (Private),"218,000","183,000",64,4,"24,500"
959,University of MinnesotaMorris (OutofState),"218,000","104,000",58,4,"27,900"
960,Shepherd University (InState),"218,000","86,100",49,5,"26,000"
961,University of Bridgeport (Private),"218,000","223,000",45,4,"40,200"
962,University of Louisville (OutofState),"217,000","171,000",59,5,"28,800"
963,State University of New York at New Paltz (InState),"217,000","99,500",77,4,"25,200"
964,Biola University (Private),"217,000","223,000",74,4,"33,100"
965,Stephen F Austin State University (InState),"217,000","87,400",52,5,"26,300"
966,Eastern Washington University (OutofState),"217,000","158,000",54,5,"25,000"
967,SUNY Oneonta (InState),"217,000","98,500",76,4,"27,800"
968,Pittsburg State University (OutofState),"216,000","123,000",52,5,"23,400"
969,University of Saint Joseph (Private),"216,000","208,000",55,4,"48,100"
970,Mills College (Private),"216,000","223,000",57,4,"30,400"
971,University of Oregon (OutofState),"216,000","202,000",74,4,"29,900"
972,Roosevelt University (Private),"215,000","192,000",41,4,"31,100"
973,Vassar College (Private),"215,000","286,000",91,4,"23,100"
974,John Brown University (Private),"215,000","157,000",72,4,"29,500"
975,New College of Florida (OutofState),"215,000","175,000",64,4,"21,300"
976,Frostburg State University (OutofState),"215,000","145,000",49,5,"30,100"
977,Mercer University (Private),"214,000","208,000",66,4,"32,400"
978,Minneapolis College of Art and Design (Private),"214,000","204,000",64,4,"28,700"
979,Edgewood College (Private),"214,000","174,000",64,5,"34,400"
980,Lakeland College (Private),"214,000","167,000",48,4,"21,700"
981,Graceland UniversityLamoni (Private),"213,000","167,000",46,4,"28,000"
982,Augsburg College (Private),"213,000","208,000",57,4,"28,100"
983,University of Dallas (Private),"213,000","225,000",71,4,"31,800"
984,Concordia UniversityIrvine (Private),"213,000","204,000",63,4,"28,100"
985,Southeastern Louisiana University (InState),"212,000","87,800",39,5,"19,700"
986,University of Saint Mary (Private),"212,000","165,000",52,4,"37,300"
987,Geneva College (Private),"212,000","156,000",72,4,"37,900"
988,Central Michigan University (OutofState),"212,000","143,000",61,5,"24,500"
989,Azusa Pacific University (Private),"211,000","214,000",68,4,"28,400"
990,Dalton State College (OutofState),"211,000","93,000",25,5,"17,600"
991,Birmingham Southern College (Private),"211,000","172,000",69,4,"30,000"
992,The University of Montana (InState),"211,000","82,600",45,4,"23,900"
993,WinstonSalem State University (InState),"211,000","79,700",51,5,"25,500"
994,Kent State University at Kent (InState),"211,000","104,000",62,4,"31,300"
995,Ohio Dominican University (Private),"211,000","182,000",47,4,"24,500"
996,McKendree University (Private),"211,000","173,000",60,4,"28,600"
997,Indiana UniversityPurdue UniversityFort Wayne (OutofState),"210,000","136,000",40,5,"20,200"
998,SUNY at Purchase College (OutofState),"210,000","146,000",61,4,"24,600"
999,University of South Dakota (OutofState),"210,000","103,000",59,4,"30,900"
1000,University of Memphis (OutofState),"210,000","140,000",53,5,"22,800"
1001,Southwestern University (Private),"210,000","221,000",69,4,"30,700"
1002,Saint Michael's College (Private),"210,000","235,000",83,4,"49,900"
1003,Eastern Illinois University (OutofState),"210,000","105,000",53,4,"24,800"
1004,Lipscomb University (Private),"209,000","195,000",68,4,"30,900"
1005,Appalachian State University (InState),"208,000","76,900",73,4,"25,000"
1006,LewisClark State College (OutofState),"208,000","119,000",38,5,"20,600"
1007,Fort Hays State University (InState),"208,000","72,100",43,5,"22,900"
1008,Eastern Kentucky University (InState),"208,000","92,500",45,4,"25,000"
1009,University of Mississippi (OutofState),"208,000","161,000",66,4,"37,100"
1010,The College of Saint Scholastica (Private),"207,000","199,000",69,4,"44,700"
1011,Oklahoma City University (Private),"207,000","182,000",64,4,"26,900"
1012,Indiana State University (OutofState),"207,000","134,000",41,4,"30,000"
1013,Middle Tennessee State University (InState),"207,000","91,400",47,5,"23,100"
1014,Whitworth University (Private),"206,000","234,000",75,4,"28,800"
1015,Lindenwood University (Private),"205,000","122,000",50,5,"26,700"
1016,Bellarmine University (Private),"205,000","238,000",66,4,"28,300"
1017,University of Alabama at Birmingham (OutofState),"205,000","150,000",63,5,"27,000"
1018,Aurora University (Private),"205,000","150,000",54,4,"24,100"
1019,Trinity International UniversityIllinois (Private),"205,000","182,000",59,4,"28,100"
1020,Canisius College (Private),"205,000","189,000",73,4,"32,400"
1021,Washington College (Private),"205,000","250,000",73,4,"29,800"
1022,Grinnell College (Private),"204,000","269,000",89,4,"19,700"
1023,The New School (Private),"204,000","282,000",70,4,"42,100"
1024,Bowling Green State UniversityMain Campus (OutofState),"204,000","130,000",61,4,"30,800"
1025,Longwood University (InState),"204,000","110,000",66,4,"29,700"
1026,Augusta University (OutofState),"204,000","146,000",40,5,"22,100"
1027,Arkansas Tech University (InState),"204,000","75,300",38,4,"25,200"
1028,The University of West Florida (InState),"204,000","77,400",46,5,"24,200"
1029,Vanguard University of Southern California (Private),"203,000","191,000",59,4,"26,800"
1030,SUNY College at Oswego (InState),"203,000","98,000",67,4,"28,900"
1031,University of Evansville (Private),"203,000","206,000",68,4,"34,400"
1032,University of Southern Indiana (InState),"203,000","83,000",50,5,"24,500"
1033,Salem State University (OutofState),"203,000","133,000",57,4,"30,400"
1034,Olivet Nazarene University (Private),"203,000","189,000",64,4,"28,400"
1035,University of Central Arkansas (InState),"203,000","89,500",43,4,"35,900"
1036,The University of TennesseeChattanooga (InState),"202,000","93,600",48,5,"24,000"
1037,University of WisconsinRiver Falls (InState),"202,000","74,600",58,5,"26,800"
1038,CUNY John Jay College of Criminal Justice (InState),"202,000","138,000",52,5,"35,400"
1039,Alma College (Private),"202,000","213,000",67,4,"38,000"
1040,Northwest Missouri State University (OutofState),"201,000","99,700",52,5,"24,600"
1041,University of South CarolinaBeaufort (InState),"201,000","97,500",31,5,"26,900"
1042,Eastern Connecticut State University (OutofState),"200,000","161,000",57,4,"27,700"
1043,Northeastern Illinois University (OutofState),"200,000","160,000",21,5,"26,000"
1044,University of New England (Private),"200,000","221,000",68,4,"42,700"
1045,St. Thomas Aquinas College (Private),"200,000","194,000",58,4,"35,700"
1046,Eastern Oregon University (InState),"200,000","89,800",27,5,"24,700"
1047,Indiana University of PennsylvaniaMain Campus (InState),"200,000","112,000",56,4,"39,500"
1048,Rhode Island College (OutofState),"200,000","143,000",49,5,"26,500"
1049,Tarleton State University (OutofState),"200,000","124,000",49,5,"41,200"
1050,University of Louisiana at Lafayette (OutofState),"200,000","156,000",51,5,"27,400"
1051,Saint Joseph's College of Maine (Private),"199,000","206,000",67,4,"45,600"
1052,High Point University (Private),"199,000","209,000",65,4,"42,800"
1053,University of South CarolinaUpstate (InState),"199,000","100,000",48,5,"25,900"
1054,Texas A & M UniversityCommerce (OutofState),"199,000","138,000",43,5,"24,300"
1055,The Evergreen State College (InState),"199,000","90,600",50,4,"5,600"
1056,Columbia College (Missouri) (Private),"199,000","140,000",28,5,"27,300"
1057,Keuka College (Private),"198,000","192,000",56,4,"42,900"
1058,Robert Morris University (Private),"198,000","189,000",65,4,"42,400"
1059,Virginia Commonwealth University (OutofState),"198,000","208,000",67,4,"33,500"
1060,Saint Xavier University (Private),"197,000","192,000",56,4,"23,600"
1061,Bethel University (Minnesota) (Private),"197,000","204,000",73,4,"35,700"
1062,Upper Iowa University (Private),"197,000","175,000",48,4,"30,800"
1063,Southern Connecticut State University (InState),"197,000","105,000",52,5,"28,900"
1064,Willamette University (Private),"197,000","256,000",69,4,"31,000"
1065,Western Illinois University (InState),"197,000","103,000",51,5,"29,000"
1066,Elmhurst College (Private),"196,000","202,000",70,4,"31,000"
1067,Troy University (OutofState),"196,000","111,000",47,5,"21,400"
1068,Lawrence University (Private),"196,000","238,000",79,4,"26,600"
1069,The University of Texas Rio Grande Valley (InState),"196,000","81,200",46,5,"16,300"
1070,Millersville University of Pennsylvania (OutofState),"195,000","157,000",56,4,"41,100"
1071,Florida Agricultural and Mechanical University (OutofState),"195,000","140,000",53,5,"24,200"
1072,Grand Valley State University (InState),"195,000","97,300",67,5,"26,900"
1073,Curry College (Private),"195,000","231,000",52,4,"39,800"
1074,Missouri State UniversitySpringfield (OutofState),"194,000","116,000",56,5,"28,200"
1075,Western Illinois University (OutofState),"193,000","108,000",51,5,"29,000"
1076,Massachusetts College of Art and Design (OutofState),"193,000","210,000",71,4,"39,300"
1077,University of MichiganFlint (OutofState),"193,000","140,000",40,5,"21,300"
1078,University of Central Missouri (OutofState),"193,000","106,000",51,5,"26,000"
1079,Keene State College (OutofState),"193,000","147,000",63,4,"42,700"
1080,Tennessee State University (InState),"193,000","87,900",32,5,"32,200"
1081,University of WisconsinParkside (OutofState),"192,000","110,000",44,5,"23,000"
1082,Lewis University (Private),"192,000","184,000",67,4,"30,300"
1083,University of ArkansasFort Smith (OutofState),"192,000","107,000",35,5,"20,600"
1084,University of PittsburghJohnstown (OutofState),"191,000","160,000",57,4,"34,700"
1085,Augustana University (Private),"191,000","181,000",71,4,"41,000"
1086,University of South FloridaSt Petersburg (InState),"191,000","88,300",44,4,"31,600"
1087,East Carolina University (OutofState),"191,000","152,000",66,5,"29,000"
1088,Texas Southern University (InState),"191,000","101,000",23,5,"26,300"
1089,Shawnee State University (InState),"190,000","87,200",35,6,"22,700"
1090,Montana State UniversityNorthern (OutofState),"190,000","117,000",31,5,"19,900"
1091,Georgia Southern University (OutofState),"190,000","135,000",50,5,"26,100"
1092,Neumann University (Private),"190,000","189,000",52,4,"41,800"
1093,Pennsylvania State UniversityPenn State Altoona (OutofState),"190,000","168,000",71,4,"20,600"
1094,Scripps College (Private),"190,000","291,000",90,4,"21,500"
1095,Lincoln Christian University (Private),"189,000","106,000",58,4,"26,200"
1096,Caldwell University (Private),"189,000","204,000",69,4,"25,800"
1097,Harding University (Private),"189,000","122,000",69,4,"29,500"
1098,Jacksonville State University (InState),"188,000","83,100",41,5,"32,100"
1099,Angelo State University (OutofState),"188,000","122,000",40,4,"23,600"
1100,Fontbonne University (Private),"187,000","166,000",54,4,"22,000"
1101,Northeastern State University (InState),"187,000","70,300",33,5,"20,000"
1102,Central College (Private),"186,000","205,000",67,4,"33,900"
1103,Cameron University (OutofState),"186,000","101,000",21,5,"19,200"
1104,Saint Edward's University (Private),"186,000","240,000",64,4,"38,700"
1105,Western Kentucky University (OutofState),"186,000","148,000",48,5,"25,400"
1106,Washburn University (OutofState),"186,000","126,000",46,5,"22,300"
1107,East Central University (InState),"185,000","70,900",37,5,"20,000"
1108,Saint Vincent College (Private),"185,000","199,000",69,4,"28,100"
1109,Colorado Mesa University (InState),"185,000","95,000",34,5,"24,500"
1110,Salve Regina University (Private),"185,000","232,000",78,4,"45,000"
1111,Governors State University (InState),"184,000","106,000",50,4,"33,600"
1112,Monmouth College (Private),"184,000","195,000",62,4,"26,300"
1113,Trinity Christian College (Private),"184,000","172,000",67,4,"18,700"
1114,Saint Ambrose University (Private),"184,000","182,000",64,4,"36,000"
1115,University of Maryland Eastern Shore (OutofState),"184,000","135,000",41,5,"27,400"
1116,SUNY College at Brockport (InState),"184,000","97,500",64,4,"30,000"
1117,Saginaw Valley State University (OutofState),"183,000","143,000",44,5,"24,100"
1118,Mercy College (Private),"183,000","151,000",44,5,"25,000"
1119,Belmont Abbey College (Private),"183,000","132,000",45,4,"25,600"
1120,University of Central Oklahoma (OutofState),"183,000","137,000",36,5,"27,600"
1121,Augustana College (Private),"183,000","217,000",71,4,"31,600"
1122,Arkansas State UniversityMain Campus (InState),"182,000","92,000",53,4,"24,400"
1123,Arkansas Tech University (OutofState),"182,000","97,000",38,4,"25,200"
1124,Saint Mary's College (Private),"181,000","225,000",79,4,"37,400"
1125,SUNY College at Plattsburgh (InState),"181,000","100,000",68,4,"28,600"
1126,University of Southern Maine (InState),"181,000","90,300",40,5,"26,200"
1127,Minnesota State University Moorhead (InState),"181,000","87,200",53,5,"36,700"
1128,Missouri Southern State University (InState),"181,000","69,100",32,5,"20,600"
1129,Doane UniversityArts & Sciences (Private),"181,000","190,000",54,4,"31,600"
1130,Marian University (Indiana) (Private),"181,000","195,000",63,4,"30,400"
1131,University of Northern Iowa (OutofState),"181,000","128,000",67,5,"24,300"
1132,University of South CarolinaColumbia (OutofState),"180,000","192,000",77,4,"35,100"
1133,Humboldt State University (OutofState),"180,000","146,000",49,5,"22,500"
1134,Montana State UniversityBillings (InState),"180,000","78,100",24,5,"22,100"
1135,Corban University (Private),"179,000","181,000",66,4,"32,000"
1136,University of Northern Colorado (OutofState),"179,000","146,000",52,5,"25,100"
1137,Simpson College (Private),"179,000","205,000",72,4,"29,400"
1138,Fort Lewis College (InState),"178,000","103,000",41,4,"22,600"
1139,Delaware State University (InState),"178,000","93,600",42,5,"25,900"
1140,Georgia College and State University (InState),"178,000","113,000",64,4,"28,000"
1141,University of West Georgia (InState),"178,000","96,500",45,5,"23,300"
1142,University of Hawaii at Manoa (OutofState),"178,000","206,000",61,5,"25,800"
1143,University of Southern Mississippi (InState),"178,000","93,000",49,5,"26,300"
1144,State University of New York at New Paltz (OutofState),"178,000","139,000",77,4,"25,200"
1145,SUNY Oneonta (OutofState),"178,000","137,000",76,4,"27,800"
1146,Fairmont State University (InState),"178,000","79,800",41,5,"23,900"
1147,Stephen F Austin State University (OutofState),"177,000","127,000",52,5,"26,300"
1148,Marshall University (InState),"177,000","86,500",49,5,"21,900"
1149,University of Central Arkansas (OutofState),"177,000","116,000",43,4,"35,900"
1150,Holy Names University (Private),"177,000","228,000",48,4,"24,500"
1151,St Catherine University (Private),"177,000","206,000",58,4,"27,700"
1152,York College (Private),"176,000","115,000",47,5,"27,900"
1153,Kent State University at Kent (OutofState),"176,000","138,000",62,4,"31,300"
1154,Shepherd University (OutofState),"176,000","128,000",49,5,"26,000"
1155,Grand Valley State University (OutofState),"175,000","118,000",67,5,"26,900"
1156,Samford University (Private),"175,000","189,000",76,4,"36,300"
1157,Centre College (Private),"175,000","219,000",84,4,"25,800"
1158,Thomas College (Private),"175,000","162,000",52,4,"34,900"
1159,Roberts Wesleyan College (Private),"174,000","183,000",62,4,"30,800"
1160,Radford University (OutofState),"174,000","143,000",55,4,"29,800"
1161,University of North Carolina School of the Arts (OutofState),"173,000","153,000",75,4,"28,100"
1162,University of North Carolina Wilmington (InState),"173,000","98,100",72,4,"29,200"
1163,Southern Oregon University (InState),"173,000","109,000",46,5,"17,800"
1164,University of Saint FrancisFort Wayne (Private),"173,000","172,000",55,4,"31,900"
1165,Mayville State University (InState),"173,000","72,400",34,5,"27,300"
1166,St. John's College (Private),"172,000","247,000",61,4,"25,200"
1167,Indiana University of PennsylvaniaMain Campus (OutofState),"172,000","140,000",56,4,"39,500"
1168,CUNY John Jay College of Criminal Justice (OutofState),"172,000","169,000",52,5,"35,400"
1169,Viterbo University (Private),"172,000","160,000",54,4,"28,500"
1170,University of WisconsinRiver Falls (OutofState),"172,000","105,000",58,5,"26,800"
1171,Northwest Nazarene University (Private),"172,000","163,000",61,4,"30,100"
1172,D'Youville College (Private),"171,000","171,000",63,5,"30,600"
1173,Grace College and Theological Seminary (Private),"171,000","141,000",69,4,"28,100"
1174,The University of Tampa (Private),"171,000","179,000",58,4,"33,200"
1175,Millsaps College (Private),"171,000","224,000",72,4,"29,600"
1176,Concordia UniversityPortland (Private),"170,000","174,000",44,4,"32,500"
1177,University of WisconsinStevens Point (InState),"170,000","75,600",60,5,"25,400"
1178,Loras College (Private),"170,000","178,000",67,4,"30,400"
1179,Lincoln University (Pennsylvania) (InState),"170,000","105,000",47,4,"28,800"
1180,Eastern Kentucky University (OutofState),"170,000","131,000",45,4,"25,000"
1181,Spelman College (Private),"170,000","205,000",75,4,"28,100"
1182,WinstonSalem State University (OutofState),"170,000","121,000",51,5,"25,500"
1183,California University of Pennsylvania (InState),"169,000","106,000",50,4,"29,700"
1184,Husson University (Private),"169,000","123,000",57,5,"28,100"
1185,Indiana UniversitySouth Bend (InState),"168,000","79,300",38,5,"20,300"
1186,Fort Hays State University (OutofState),"168,000","112,000",43,5,"22,900"
1187,McDaniel College (Private),"168,000","227,000",69,4,"39,800"
1188,University of Mount Olive (Private),"168,000","127,000",55,4,"25,000"
1189,University of the Incarnate Word (Private),"168,000","190,000",51,5,"29,800"
1190,Our Lady of the Lake University (Private),"168,000","169,000",42,4,"23,700"
1191,Bloomfield College (Private),"168,000","183,000",35,5,"17,500"
1192,Limestone College (Private),"167,000","164,000",33,4,"48,700"
1193,Maryville University of Saint Louis (Private),"167,000","185,000",71,4,"32,800"
1194,Whittier College (Private),"167,000","251,000",72,4,"30,900"
1195,HardinSimmons University (Private),"166,000","162,000",51,4,"29,500"
1196,Shawnee State University (OutofState),"166,000","112,000",35,6,"22,700"
1197,Friends University (Private),"166,000","166,000",48,4,"25,500"
1198,Rocky Mountain College (Private),"166,000","164,000",49,5,"27,800"
1199,Eastern New Mexico UniversityMain Campus (InState),"166,000","74,500",36,5,"21,200"
1200,Dickinson College (Private),"166,000","281,000",83,4,"26,100"
1201,Concordia UniversityWisconsin (Private),"165,000","177,000",64,4,"32,600"
